Filename,Checkout_No,Type ,Sensor_Make,Sensor_Model,Sensor_SN,Limits,Dimensions,Site,,
225M03-04-14-09,155,Anemometer 2,Gill,Windsonic,61638,0-60,m/s,V,,
225M03-04-14-09,155,Salinity Sensor,Sea-Bird Electronics,MicroCAT SBE-37SI,5143,0 - 70,mS/cm,V,,
225M03-04-14-09,155,GPS,Garmin,16,N/A,N/A,N/A,V,,
225M03-04-14-09,155,Inertial Motion,Crossbow,IMU440CC,801000272,N/A,N/A,V,,
225M03-04-14-09,155,Inertial Motion,MicroStrain,3DM-GX1,unknown,N/A,N/A,V,,
225M03-04-14-09,155,Nutrients,Envirotech,NAS 2E,N/A,N/A,N/A,V,,
225M03-04-14-09,155,Nutrients,Satlantic,ISUS,N/A,N/A,N/A,V,,
225M03-04-14-09,155,PAR,Biospherical,QSR-2150,N/A,N/A,N/A,V,,
225M03-04-14-09,155,Fluorometer/Turbidity,Wet Labs,FLNTUS,N/A,0 - 25,NTU,V,,
225M03-04-14-09,155,Fluorometer/Turbidity,Wet Labs,FLNTUS,N/A,.02 - 60,¶Ãg/l,V,,
225M03-07-17-09,156,Humidity,Rotronics,MP101A,155958,0-100,%,V,,
225M03-07-17-09,156,Current Sensor 1,Aanderaa, DCS 4100R ,137,0-300,cm/s,V,,
225M03-07-17-09,156,Current Sensor 2,RD Instruments,N/A,N/A,0-350,cm/s,V,,
225M03-07-17-09,156,Compass 1,RM Young,32500,CI01788,0-360,d Mag.,V,,
225M03-07-17-09,156,Compass 2,Honeywell,HMR3300,N/A,0-360,d Mag.,V,,
225M03-07-17-09,156,Air Temperature,Rotronics,MP101A,155958,(-)30 - (+)70,deg. C,V,,
225M03-07-17-09,156,Water Temperature,Sea-Bird Electronics,MicroCAT SBE-37SI,5143,(-)5 - (+)35,Deg.C,V,,
225M03-07-17-09,156,Pitch/Roll,Honeywell,HMR3300,N/A,°¿ 60,degree,V,,
225M03-07-17-09,156,Barometer,Vaisala,PTB210,B1050002,500 - 1100,hPa,V,,
225M03-07-17-09,156,Anemometer 1,RM Young,5106,92972,0-60,m/s,V,,
225M03-07-17-09,156,Anemometer 2,Gill,Windsonic,9090003,0-60,m/s,V,,
225M03-07-17-09,156,Salinity Sensor,Sea-Bird Electronics,MicroCAT SBE-37SI,5143,0 - 70,mS/cm,V,,
225M03-07-17-09,156,GPS,Garmin,16,N/A,N/A,N/A,V,,
225M03-07-17-09,156,Inertial Motion,Crossbow,IMU440CC,801000272,N/A,N/A,V,,
225M03-07-17-09,156,Inertial Motion,MicroStrain,3DM-GX1,unknown,N/A,N/A,V,,
225M03-07-17-09,156,Nutrients,Envirotech,NAS 2E,N/A,N/A,N/A,V,,
225M03-07-17-09,156,Nutrients,Satlantic,ISUS,N/A,N/A,N/A,V,,
225M03-07-17-09,156,PAR,Biospherical,QSR-2150,N/A,N/A,N/A,V,,
225M03-07-17-09,156,Fluorometer/Turbidity,Wet Labs,FLNTUS,N/A,0 - 25,NTU,V,,
225M03-07-17-09,156,Fluorometer/Turbidity,Wet Labs,FLNTUS,N/A,.02 - 60,¶Ãg/l,V,,
225M03-11-01-07,153,Humidity,Rotronics,MP101A,133441,0-100,%,V,,
225M03-11-01-07,153,Current Sensor 1,Aanderaa, DCS 4100R ,137,0-300,cm/s,V,,
225M03-11-01-07,153,Current Sensor 2,RD Instruments,N/A,N/A,0-350,cm/s,V,,
225M03-11-01-07,153,Compass 1,RM Young,32500,CI01788,0-360,d Mag.,V,,
225M03-11-01-07,153,Compass 2,Honeywell,HMR3300,N/A,0-360,d Mag.,V,,
225M03-11-01-07,153,Air Temperature,Rotronics,MP101A,133441,(-)30 - (+)70,deg. C,V,,
225M03-11-01-07,153,Water Temperature,Sea-Bird Electronics,MicroCAT SBE-37SI,5143,(-)5 - (+)35,Deg.C,V,,
225M03-11-01-07,153,Pitch/Roll,Honeywell,HMR3300,N/A,°¿ 60,degree,V,,
225M03-11-01-07,153,Barometer,Vaisala,PTB210,B1050002,500 - 1100,hPa,V,,
225M03-11-01-07,153,Anemometer 1,RM Young,5106,WM0071909,0-60,m/s,V,,
225M03-11-01-07,153,Anemometer 2,Gill,Windsonic,61638,0-60,m/s,V,,
225M03-11-01-07,153,Salinity Sensor,Sea-Bird Electronics,MicroCAT SBE-37SI,5143,0 - 70,mS/cm,V,,
225M03-11-01-07,153,GPS,Garmin,16,N/A,N/A,N/A,V,,
225M03-11-01-07,153,Inertial Motion,Crossbow,IMU440CC,601001309,N/A,N/A,V,,
225M03-11-01-07,153,Nutrients,Envirotech,NAS 2E,N/A,N/A,N/A,V,,
225M03-11-01-07,153,Nutrients,Satlantic,ISUS,N/A,N/A,N/A,V,,
225M03-11-01-07,153,PAR,Biospherical,QSR-2150,50112,N/A,N/A,V,,
225M03-11-01-07,153,Fluorometer/Turbidity,Wet Labs,FLNTUS,N/A,0 - 25,NTU,V,,
225M03-11-01-07,153,Fluorometer/Turbidity,Wet Labs,FLNTUS,N/A,.02 - 60,¶Ãg/l,V,,
40014-02-20-07,30,Current Sensor,Aanderaa,DCS 4100R,133,0 - 300,cm/sec,D,,
40014-02-20-07,30,Modem,Qualcomm,GSP 1620,7403F4F8,N/A,N/A,D,,
40014-04-09-10,33,Current Sensor,Aanderaa, DCS 4100R,133,0-300,cm/s,R,,
40014-04-09-10,33,Modem,Qualcomm,Gobalstar,74046B0D,N/A,N/A,R,,
40014-04-19-02,23,Current Sensor,Aanderaa,DCS 3900R,42,0 - 300,cm/sec,D,,
40014-05-05-06,29,Current Sensor,Aanderaa,DCS 3900R,289,0 - 300,cm/sec,R,,
40014-05-05-06,29,Modem,Qualcomm,GSP 1620,7403F4F8,N/A,N/A,R,,
40014-07-15-08,31,Current Sensor,Aanderaa,DCS 4100R,133,0 - 300,cm/sec,R,,
40014-07-15-08,31,Modem,Qualcomm,GSP 1620,7403F4F8,N/A,N/A,R,,
40014-07-16-09,32,Current Sensor,Aanderaa,DCS 4100R,133,0 - 300,cm/sec,D,,
40014-07-16-09,32,Modem,Qualcomm,GSP 1620,74046B0D,N/A,N/A,D,,
40014-07-19-05,27,Current Sensor,Aanderaa,  DCS 3900R,289,0 - 300,cm/sec,R,,
40014-07-19-05,27,Modem,Qualcomm,GSP 1620,7403F4FA,N/A,N/A,R,,
40014-09-07-04,25,Current Sensor,Aanderaa,DCS 3900R,289,0 - 300,cm/sec,D,,
40014-09-07-04,25,Modem,Qualcomm,GSP 1620,7403F4FA,N/A,N/A,D,,
40014-10-16-03,24,Current Sensor,Aanderaa,DCS 3900R,42,0 - 300,cm/sec,W,,
40014-10-16-03,24,Modem,LinkQuest,Cell Link,DF63617A,N/A,N/A,W,,
40014-10-19-05,28,Current Sensor,Aanderaa,DCS 3900R,289,0 - 300,cm/sec,R,,
40014-10-19-05,28,Modem,Qualcomm,GSP 1620,7403F4FA,N/A,N/A,R,,
40014-10-28-04,26,Current Sensor,Aanderaa,DCS 3900R,289,0 - 300,cm/sec,R,,
40014-10-28-04,26,Modem,Qualcomm,GSP 1620,7403F4FA,N/A,N/A,R,,
40015-01-13-99,1,Compass,KVH Industries,C100-LP,4070126,N/A,N/A,R,,
40015-01-13-99,1,Sensor ,unknown,MMI,B - 1539,N/A,N/A,R,,
40015-01-13-99,1,Tilt Sensor,unknown,unknown,4263007,N/A,N/A,R,,
40016-01-08-07,44,Current Sensor,Aanderaa,DCS 3900R,69,0 - 300,cm/sec,F,,
40016-01-08-07,44,Modem,Qualcomm,GSP 1620,74046B25,N/A,N/A,F,,
40016-01-25-08,45,Current Sensor,Aanderaa,DCS 4100R,69,0-300,cm/s,D,,
40016-01-25-08,45,Modem,Qualcomm,GSP 1620,7403F4EF,N/A,N/A,D,,
40016-01-25-10,47,Current Sensor,Aanderaa,DCS 3900R,112,0 - 300,cm/sec,W,,
40016-01-25-10,47,Modem,Qualcomm,GSP 1620,7403F4EF,N/A,N/A,W,,
40016-01-26-11,165,Current Sensor,Aanderaa,DCS 4100R,112,0-350,cm/s,W,,
40016-01-26-11,165,Modem,Qualcomm,GSP 1620,7403F4EF,0 - 350 ,cm/sec,W,,
40016-01-26-11,165,Water Temperature,Sea-Bird Electronics,MicroCAT SBE-37SI,8059,(-)5 - (+)35,Deg.C,W,,
40016-01-26-11,165,Salinity Sensor,Sea-Bird Electronics,MicroCAT SBE-37SI,8059,0 - 70,mS/cm,W,,
40016-03-21-02,40,Current Sensor,Aanderaa,DCS 3900R,20,0 - 300,cm/sec,F,,
40016-03-23-09,46,Current Sensor,Aanderaa,DCS 3900R,69,0 - 300,cm/sec,F,,
40016-03-23-09,46,Modem,Qualcomm,GSP 1620,7403F4EF,N/A,N/A,F,,
40016-04-20-10,48,Current Sensor,Aanderaa,DCS 3900R,112,0 - 300,cm/sec,D,,
40016-04-20-10,48,Modem,Qualcomm,GSP 1620,7403F4EF,N/A,N/A,D,,
40016-09-02-03,41,Current Sensor,Aanderaa,DCS 3900R,278,0 - 300,cm/sec,D,,
40016-09-02-03,41,Modem,Qualcomm,GPS 1620,74023EC3,N/A,N/A,D,,
40016-09-24-04,42,Current Sensor,Aanderaa,DCS 3900R,280,0 - 300,cm/sec,W,,
40016-09-24-04,42,Modem,Qualcomm,GPS 1620,7403F4F5,N/A,N/A,W,,
40016-12-01-05,43,Current Sensor,Aanderaa,DCS 3900R,69,0 - 300,cm/sec,F,,
40016-12-01-05,43,Modem,Qualcomm,GSP 1620,7403F4FA,N/A,N/A,F,,
40018-05-10-05,37,Current Sensor,Aanderaa,DCS 3900R,16,0 - 300,cm/sec,W,,
40018-05-10-05,37,Modem,Qualcomm,GSP 1620,74023EC3,N/A,N/A,W,,
40018-09-24-02,34,Current Sensor,Aanderaa,DCS 3900R,178,0 - 300,cm/sec,F,,
40018-10-03-03,35,Current Sensor,Aanderaa,DCS 3900R,280,0 - 300,cm/sec,W,,
40018-12-17-02,36,Current Sensor,Aanderaa,DCS 3900R,176,0 - 300,cm/sec,W,,
40018-12-20-05,38,Current Sensor,Aanderaa,DCS 4100R,64,0 - 300,cm/sec,F,,
40018-12-20-05,38,Modem,Qualcomm,GPS 1620,740240FE,N/A,N/A,F,,
40018-12-21-06,39,Current Sensor,Aanderaa,DCS 4100R,64,0 - 300,cm/sec,D,,
40018-12-21-06,39,Modem,Qualcomm,GPS 1620,74046B11,N/A,N/A,D,,
50039-02-08-06,61,Current Sensor,Aanderaa,DCS 3900R,280,0 - 300,cm/sec,R,,
50039-02-08-06,61,Modem,Qualcomm,GSP 1620,74023EC3,N/A,N/A,R,,
50039-02-08-10,67,Current Sensor,Aanderaa,DCS 4100R,126,0-300,cm/s,D,,
50039-02-08-10,67,Modem,Qualcomm,Gobalstar,74023EC3,N/A,N/A,D,,
50039-02-12-04,58,Current Sensor,Aanderaa,DCS 3900R,17,0 - 300,cm/sec,F,,
50039-02-12-04,58,Modem,Motorola,AT,DF583021,N/A,N/A,F,,
50039-02-22-07,63,Current Sensor,Aanderaa,DCS 4100R,126,0 - 300,cm/sec,J,,
50039-02-22-07,63,Modem,Qualcomm,GSP 1620,74023EC3,N/A,N/A,J,,
50039-04-06-09,66,Current Sensor,Aanderaa,DCS 4100R,126,0 - 300,cm/sec,R,,
50039-04-06-09,66,Modem,Qualcomm,GSP 1620,74023EC3,N/A,N/A,R,,
50039-04-13-05,59,Current Sensor,Aanderaa,DCS 3900R,16,0 - 300,cm/sec,missing,,
50039-04-13-05,59,Modem,Qualcomm,GSP 1620,74023EC3,N/A,N/A,missing,,
50039-05-04-07,64,Current Sensor,Aanderaa,DCS 4100R,126,0-300,cm/s,F,,
50039-05-04-07,64,Modem,Qualcomm,GSP 1620,74023EC3,N/A,N/A,F,,
50039-08-01-06,62,Current Sensor,Aanderaa,DCS 4100R,126,0 - 300,cm/sec,J,,
50039-08-01-06,62,Modem,Qualcomm,GSP 1620,74023EC3,N/A,N/A,J,,
50039-09-12-05,60,Current Sensor,Aanderaa,DCS 3900R,280,0 - 300,cm/sec,W,,
50039-09-12-05,60,Modem,Qualcomm,GSP 1620,74023EC3,N/A,N/A,W,,
50039-09-27-02,57,Current Sensor,Aanderaa,DCS 3900R,17,0 - 300,cm/sec,R,,
50039-09-27-02,57,Modem,Qualcomm,GSP 1620,DF583021,N/A,N/A,R,,
50039-10-02-08,65,Current Sensor,Aanderaa,DCS 4100R,126,0 - 300,cm/sec,W,,
50039-10-02-08,65,Modem,Qualcomm,GSP 1620,7402EC3,N/A,N/A,W,,
50039-11-01-10,68,Current Sensor,Aanderaa, DCS 4100R,126,0-300,cm/s,R,,
50039-11-01-10,68,Temperature/Conductivity,Sea-Bird Electronics,MicroCAT SBE-37-SI ,8057,(-)5 - (+)35,Deg.C,R,,
50039-11-01-10,68,Temperature/Conductivity,Sea-Bird Electronics,MicroCAT SBE-37-SI ,8057,0 - 70,mS/cm,R,,
50039-11-01-10,68,Modem,Qualcomm,Gobalstar,74023EC3,N/A,N/A,R,,
50040-01-26-04,49,Current Sensor,Aanderaa,DCS 3900R,16,0 - 300,cm/sec,missing,,
50040-01-26-04,49,Modem,Motorola,AT,unknown,N/A,N/A,missing,,
50040-03-15-04,50,Current Sensor,Aanderaa,DCS 3900R,178,0 - 300,cm/sec,D,,
50040-03-15-04,50,Modem,Qualcomm,GSP 1620,7402408D,N/A,N/A,D,,
50040-04-07-10,56,Current Sensor,Aanderaa,DCS 4100R,65,0-300,cm/s,F,,
50040-04-07-10,56,Modem,Qualcomm,Gobalstar,74046B08,N/A,N/A,F,,
50040-04-11-07,53,Current Sensor,Aanderaa, DCS 4100R,65,0-300,cm/s,D,,
50040-04-11-07,53,Modem,Qualcomm,GSP 1620,7403F4F5,N/A,N/A,D,,
50040-05-25-11,164,Current Sensor,Aanderaa,DCS 4100R,65,0-350,cm/s,D,,
50040-05-25-11,164,Modem,Qualcomm,GSP 1620,74022F95,0 - 350 ,cm/sec,D,,
50040-05-25-11,164,Water Temperature,Sea-Bird Electronics,MicroCAT SBE-37SI,8054,(-)5 - (+)35,Deg.C,D,,
50040-05-25-11,164,Salinity Sensor,Sea-Bird Electronics,MicroCAT SBE-37SI,8054,0 - 70,mS/cm,D,,
50040-05-28-09,55,Current Sensor,Aanderaa,DCS 4100R,65,0-300,cm/s,W,,
50040-05-28-09,55,Modem,Qualcomm,GSP 1620,74046B08,N/A,N/A,W,,
50040-07-15-08,54,Current Sensor,Aanderaa, DCS 4100R,64,0-300,cm/s,F,,
50040-07-15-08,54,Modem,Qualcomm,GSP 1620,7403F4F5,N/A,N/A,F,,
50040-07-15-08,54,Modem,Qualcomm,GSP 1621,74046B08,N/A,N/A,F,,
50040-10-06-06,52,Current Sensor,Aanderaa,DCS 4100R,64,0-300,cm/s,F,,
50040-10-06-06,52,Modem,Qualcomm,Globalstar,740408DB,N/A,N/A,F,,
50040-10-08-04,51,Current Sensor,Aanderaa,DCS 3900R,362,0 - 300,cm/sec,D,,
50040-10-08-04,51,Modem,Qualcomm,GSP 1620,7403F4FE,N/A,N/A,D,,
80085-02-13-03,78,Current Sensor,Aanderaa,DCS 3900R,173,0 - 300,cm/sec,R,,
80085-03-11-04,79,Current Sensor,Aanderaa,DCS 3900R,173,0 - 300,cm/sec,D,,
80085-03-11-04,79,Modem ,Qualcomm,GSP 1620,740240FE,N/A,N/A,D,,
80085-04-22-08,84,Current Sensor,Aanderaa,DCS 3900R,362,0 - 300,cm/sec,J,,
80085-04-22-08,84,Modem,Qualcomm,GSP 1620,740240FE,N/A,N/A,J,,
80085-06-07-05,81,Current Sensor,Anderaa,DCS 3900R,362,0 - 300,cm/sec,V,,
80085-06-07-05,81,Modem ,Qualcomm,GSP 1620,7403F4FE,N/A,N/A,V,,
80085-07-17-02,76,Current Sensor,Aanderaa ,DCS 3900R,72,0 - 300,cm/sec,W,,
80085-07-27-04,80,Current Sensor,Aanderaa,DCS 3900R,173,0 - 300,cm/sec,J,,
80085-07-27-04,80,Modem,Qualcomm,Global Star,740240FE,N/A,N/A,J,,
80085-08-24-09,86,Current Sensor,Aanderaa, DCS 4100R,233,0-300,cm/s,F,,
80085-08-24-09,86,Modem ,Qualcomm,GSP 1620,74046B22,N/A,N/A,F,,
80085-08-27-10,87,Current Sensor,Aanderaa,DCS 4100R,233,0-300,cm/s,D,,
80085-08-27-10,87,Modem,Qualcomm,GSP 1620,74046B58,0 - 350 ,cm/sec,D,,
80085-08-31-06,83,Current Sensor,Aanderaa,DCS 3900R,362,0 - 300,cm/sec,J,,
80085-08-31-06,83,Modem,Qualcomm,GSP 1620,740240FE,N/A,N/A,J,,
80085-10-05-05,82,Current Sensor,Aanderaa,DCS 3900R,362,0 - 300,cm/sec,R,,
80085-10-05-05,82,Modem ,Qualcomm,GSP 1620,7402408D,N/A,N/A,R,,
80085-10-27-08,85,Current Sensor,Aanderaa,DCS 4100R,233,0-300,cm/s,missing,,
80085-10-27-08,85,Modem ,Qualcomm,GSP 1620,74046B22,N/A,N/A,missing,,
80085-11-15-02,77,Current Sensor,Aanderaa ,DCS 3900R,173,0 - 300,cm/sec,D,,
80086-01-05-07,72,Current Sensor,Aanderaa,DCS 4100R,66,0-300,cm/s,W,,
80086-01-05-07,72,Modem,Qualcomm,GSP 1620,74046B2C,N/A,N/A,W,,
80086-02-01-08,73,Current Sensor,Aanderaa,DCS 4100R,66,0-300,cm/s,W,,
80086-02-01-08,73,Modem,Qualcomm,Gobalstar,74046B2C,N/A,N/A,W,,
80086-02-21-02,69,Current Sensor,Aanderaa,DCS 3900R,16,0 - 300,cm/sec,R,,
80086-02-21-02,69,Modem,Qualcomm,GSP 1620,74023FC3,N/A,N/A,R,,
80086-04-19-04,71,Current Sensor,Aanderaa,DCS 4100R,16,0-300,cm/s,P,,
80086-04-19-04,71,Modem,Qualcomm,GSP 1620,74023EC3,N/A,N/A,P,,
80086-09-04-09,75,Current Sensor,Aanderaa,DCS 4100R,66,0-300,cm/s,R,,
80086-09-04-09,75,Modem,Qualcomm,Gobalstar,74046B58,N/A,N/A,R,,
80086-10-15-02,70,Current Sensor,Aanderaa ,DCS 3900R,16,0 - 300,cm/sec,R,,
80086-10-23-08,74,Current Sensor,Aanderaa,DCS 4100R,66,0-300,cm/s,missing,,
80086-10-23-08,74,Modem,Qualcomm,Gobalstar,74046B58,N/A,N/A,missing,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
